"id","state","statecode","county","issuance_type","leg_type","leg_subtype","leg_subsubtype","leg_date","citation_form","citation_example","fullfilename"
"288","MINNESOTA","MN","","RULES","","","","","Minn. R. {{CHAPTER}}.{{PART}}","Minn. R. 1950.1000","/home/ekamradt/git/data-dcl/US/US-MN/sdc-minnesota-rules.xml"
"289","CALIFORNIA","CA","","STATUTORY CODE","","","","","Citation form adapted from BlueBook:    Cal. {{CODE}} § {{SECTION}}","Cal. Civil Code - CIV § 4995","/home/ekamradt/git/data-dcl/US/US-CA/sdc-california-statutory-code-alternative2.xml"
"290","CALIFORNIA","CA","","STATUTORY CODE ALTERNATIVE","","","","","Citation form adapted from BlueBook:    Cal. {{CODE}} § {{SECTION}}","Cal. Financial Code - PEN § 4995","/home/ekamradt/git/data-dcl/US/US-CA/sdc-california-statutory-code-alternative.xml"
"291","CALIFORNIA","CA","","BILLS","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/brd-california-bills.xml"
"292","CALIFORNIA","CA","","STATUTORY CODE","","","","","Citation form adapted from BlueBook:    Cal. {{CODE}} § {{SECTION}}","Cal. Financial Code - FIN § 4995","/home/ekamradt/git/data-dcl/US/US-CA/sdc-california-statutory-code.xml"
"293","CALIFORNIA","CA","","SDC CODE OF REGULATIONS","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/SDC-california-code-of-regulations.xml"
"294","CALIFORNIA","CA","","CALIFORNIA STATUTORY CODE FINANCIAL CODE FIN","CALIFORNIA_STATUTORY_CODE","FIN","","2020-09-15","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_STATUTORY_CODE/FIN/2020-09-15/California Statutory Code - Financial Code - FIN - 09.15.2020.xml"
"295","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2559/2020-09-29/California Bills - AB-2559 - 10.09.2020.xml"
"296","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1775/2020-10-02/California Bills - AB-1775 - 10.09.2020.xml"
"297","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1426/2020-09-29/California Bills - AB-1426 - 10.09.2020.xml"
"298","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-898/2020-09-14/California Bills - SB-898 - 10.09.2020.xml"
"299","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2782/2020-09-01/California Bills - AB-2782 - 10.09.2020.xml"
"300","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1551/2020-09-29/California Bills - AB-1551 - 10.09.2020.xml"
"301","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1989/2020-09-30/California Bills - AB-1989 - 10.09.2020.xml"
"302","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-895/2020-09-24/California Bills - SB-895 - 10.09.2020.xml"
"303","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-803/2020-09-29/California Bills - SB-803 - 10.09.2020.xml"
"304","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1544/2020-09-29/California Bills - AB-1544 - 10.09.2020.xml"
"305","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2731/2020-09-30/California Bills - AB-2731 - 10.09.2020.xml"
"306","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-406/2020-09-30/California Bills - SB-406 - 10.09.2020.xml"
"307","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2416/2020-09-30/California Bills - AB-2416 - 10.09.2020.xml"
"308","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-904/2020-09-14/California Bills - AB-904 - 10.09.2020.xml"
"309","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-901/2020-10-02/California Bills - AB-901 - 10.09.2020.xml"
"310","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2253/2020-09-30/California Bills - AB-2253 - 10.09.2020.xml"
"311","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2287/2020-09-30/California Bills - AB-2287 - 10.09.2020.xml"
"312","CALIFORNIA","CA","","CALIFORNIA BILLS SCR","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SCR-89/2020-09-11/California Bills - SCR-89 - 10.09.2020.xml"
"313","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1371/2020-10-05/California Bills - SB-1371 - 10.09.2020.xml"
"314","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1950/2020-10-02/California Bills - AB-1950 - 10.09.2020.xml"
"315","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3330/2020-10-02/California Bills - AB-3330 - 10.09.2020.xml"
"316","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2459/2020-09-10/California Bills - AB-2459 - 10.09.2020.xml"
"317","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2288/2020-09-30/California Bills - AB-2288 - 10.09.2020.xml"
"318","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-725/2020-09-30/California Bills - AB-725 - 10.09.2020.xml"
"319","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2968/2020-09-30/California Bills - AB-2968 - 10.09.2020.xml"
"320","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1859/2020-09-14/California Bills - AB-1859 - 10.09.2020.xml"
"321","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-998/2020-09-30/California Bills - SB-998 - 10.09.2020.xml"
"322","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1196/2020-10-02/California Bills - AB-1196 - 10.09.2020.xml"
"323","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1145/2020-09-29/California Bills - AB-1145 - 10.09.2020.xml"
"324","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2517/2020-09-30/California Bills - AB-2517 - 10.09.2020.xml"
"325","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1380/2020-09-30/California Bills - SB-1380 - 10.09.2020.xml"
"326","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2319/2020-09-10/California Bills - AB-2319 - 10.09.2020.xml"
"327","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2104/2020-09-30/California Bills - AB-2104 - 10.09.2020.xml"
"328","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3254/2020-09-29/California Bills - AB-3254 - 10.09.2020.xml"
"329","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3073/2020-09-30/California Bills - AB-3073 - 10.09.2020.xml"
"330","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3364/2020-09-01/California Bills - AB-3364 - 10.09.2020.xml"
"331","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2960/2020-09-29/California Bills - AB-2960 - 10.09.2020.xml"
"332","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2512/2020-10-02/California Bills - AB-2512 - 10.09.2020.xml"
"333","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2314/2020-09-29/California Bills - AB-2314 - 10.09.2020.xml"
"334","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2210/2020-09-24/California Bills - AB-2210 - 10.09.2020.xml"
"335","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2524/2020-09-29/California Bills - AB-2524 - 10.09.2020.xml"
"336","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2399/2020-10-02/California Bills - AB-2399 - 10.09.2020.xml"
"337","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3369/2020-09-30/California Bills - AB-3369 - 10.09.2020.xml"
"338","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1044/2020-09-30/California Bills - SB-1044 - 10.09.2020.xml"
"339","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3372/2020-09-30/California Bills - AB-3372 - 10.09.2020.xml"
"340","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-376/2020-09-29/California Bills - AB-376 - 10.09.2020.xml"
"341","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3121/2020-10-02/California Bills - AB-3121 - 10.09.2020.xml"
"342","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1927/2020-09-30/California Bills - AB-1927 - 10.09.2020.xml"
"343","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2426/2020-09-29/California Bills - AB-2426 - 10.09.2020.xml"
"344","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1963/2020-09-30/California Bills - AB-1963 - 10.09.2020.xml"
"345","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2421/2020-09-30/California Bills - AB-2421 - 10.09.2020.xml"
"346","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-388/2020-09-30/California Bills - SB-388 - 10.09.2020.xml"
"347","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1003/2020-09-30/California Bills - SB-1003 - 10.09.2020.xml"
"348","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3370/2020-09-21/California Bills - AB-3370 - 10.09.2020.xml"
"349","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3234/2020-10-02/California Bills - AB-3234 - 10.09.2020.xml"
"350","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1237/2020-09-21/California Bills - SB-1237 - 10.09.2020.xml"
"351","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-312/2020-10-02/California Bills - SB-312 - 10.09.2020.xml"
"352","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2013/2020-09-24/California Bills - AB-2013 - 10.09.2020.xml"
"353","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2276/2020-09-30/California Bills - AB-2276 - 10.09.2020.xml"
"354","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1981/2020-09-10/California Bills - AB-1981 - 10.09.2020.xml"
"355","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2143/2020-09-14/California Bills - AB-2143 - 10.09.2020.xml"
"356","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2717/2020-10-02/California Bills - AB-2717 - 10.09.2020.xml"
"357","CALIFORNIA","CA","","CALIFORNIA BILLS ACR","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/ACR-112/2020-09-14/California Bills - ACR-112 - 10.09.2020.xml"
"358","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1244/2020-09-30/California Bills - SB-1244 - 10.09.2020.xml"
"359","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-820/2020-09-21/California Bills - SB-820 - 10.09.2020.xml"
"360","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2658/2020-09-30/California Bills - AB-2658 - 10.09.2020.xml"
"361","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3133/2020-09-29/California Bills - AB-3133 - 10.09.2020.xml"
"362","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2118/2020-09-30/California Bills - AB-2118 - 10.09.2020.xml"
"363","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1126/2020-10-02/California Bills - SB-1126 - 10.09.2020.xml"
"364","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-588/2020-09-14/California Bills - SB-588 - 10.09.2020.xml"
"365","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2362/2020-09-30/California Bills - AB-2362 - 10.09.2020.xml"
"366","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1205/2020-09-30/California Bills - AB-1205 - 10.09.2020.xml"
"367","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2068/2020-09-29/California Bills - AB-2068 - 10.09.2020.xml"
"368","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2844/2020-09-30/California Bills - AB-2844 - 10.09.2020.xml"
"369","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-974/2020-09-30/California Bills - SB-974 - 10.09.2020.xml"
"370","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3277/2020-09-10/California Bills - AB-3277 - 10.09.2020.xml"
"371","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1212/2020-09-30/California Bills - SB-1212 - 10.09.2020.xml"
"372","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2174/2020-09-29/California Bills - AB-2174 - 10.09.2020.xml"
"373","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1945/2020-09-14/California Bills - AB-1945 - 10.09.2020.xml"
"374","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2196/2020-09-29/California Bills - AB-2196 - 10.09.2020.xml"
"375","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2151/2020-09-30/California Bills - AB-2151 - 10.09.2020.xml"
"376","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-323/2020-10-02/California Bills - AB-323 - 10.09.2020.xml"
"377","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1286/2020-09-21/California Bills - AB-1286 - 10.09.2020.xml"
"378","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3242/2020-09-29/California Bills - AB-3242 - 10.09.2020.xml"
"379","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-146/2020-09-29/California Bills - SB-146 - 10.09.2020.xml"
"380","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1291/2020-09-21/California Bills - SB-1291 - 10.09.2020.xml"
"381","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2147/2020-09-14/California Bills - AB-2147 - 10.09.2020.xml"
"382","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-860/2020-09-30/California Bills - SB-860 - 10.09.2020.xml"
"383","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-992/2020-09-21/California Bills - AB-992 - 10.09.2020.xml"
"384","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2800/2020-09-24/California Bills - AB-2800 - 10.09.2020.xml"
"385","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3088/2020-09-01/California Bills - AB-3088 - 10.09.2020.xml"
"386","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-928/2020-09-24/California Bills - SB-928 - 10.09.2020.xml"
"387","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3139/2020-09-29/California Bills - AB-3139 - 10.09.2020.xml"
"388","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2884/2020-09-30/California Bills - AB-2884 - 10.09.2020.xml"
"389","CALIFORNIA","CA","","CALIFORNIA BILLS ACR","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/ACR-139/2020-09-14/California Bills - ACR-139 - 10.09.2020.xml"
"390","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-499/2020-09-29/California Bills - AB-499 - 10.09.2020.xml"
"391","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-913/2020-09-30/California Bills - AB-913 - 10.09.2020.xml"
"392","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1974/2020-09-30/California Bills - AB-1974 - 10.09.2020.xml"
"393","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2723/2020-09-30/California Bills - AB-2723 - 10.09.2020.xml"
"394","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-841/2020-10-02/California Bills - AB-841 - 10.09.2020.xml"
"395","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1409/2020-09-21/California Bills - SB-1409 - 10.09.2020.xml"
"396","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-908/2020-09-14/California Bills - AB-908 - 10.09.2020.xml"
"397","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2107/2020-09-30/California Bills - AB-2107 - 10.09.2020.xml"
"398","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-408/2020-09-10/California Bills - AB-408 - 10.09.2020.xml"
"399","CALIFORNIA","CA","","CALIFORNIA BILLS ACR","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/ACR-107/2020-09-14/California Bills - ACR-107 - 10.09.2020.xml"
"400","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1264/2020-10-02/California Bills - SB-1264 - 10.09.2020.xml"
"401","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2321/2020-10-02/California Bills - AB-2321 - 10.09.2020.xml"
"402","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-465/2020-09-29/California Bills - AB-465 - 10.09.2020.xml"
"403","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1929/2020-09-30/California Bills - AB-1929 - 10.09.2020.xml"
"404","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2141/2020-09-10/California Bills - AB-2141 - 10.09.2020.xml"
"405","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1447/2020-09-10/California Bills - SB-1447 - 10.09.2020.xml"
